EDUC,EXPE,EDSUP,MUJER,SALARIO
6,42,0,0,25.76924
12,19,0,0,5.135115
12,9,0,0,7.989425
10,36,0,0,11.64066
17,11,1,1,18.98915
10,36,0,0,11.93713
10,25,0,1,6.263219
17,12,1,0,23.94638
10,38,0,1,8.016092
12,6,0,0,14.37727
6,33,0,1,5.285706
12,14,0,0,15.9677
12,26,0,0,13.41287
12,29,0,0,13.71154
17,23,1,1,14.28052
17,8,1,0,11.96672
6,36,0,0,11.21692
15,25,1,0,20.08626
12,40,0,0,13.24035
10,41,0,0,9.411781
10,35,0,1,5.193563
17,6,1,0,11.08374
12,12,0,0,5.752214
12,26,0,1,8.969502
10,31,0,0,10.18207
10,46,0,0,9.152873
17,11,1,0,14.27994
6,50,0,0,7.58046
17,37,1,0,28.27345
17,34,1,1,23.7196
10,29,0,1,8.344425
15,16,1,0,24.29416
6,26,0,1,7.971877
17,6,1,1,6.978678
0,51,0,1,26.84781
14,38,0,1,13.38772
12,20,0,0,12.37074
17,4,1,1,5.92931
10,43,0,1,8.781281
6,37,0,0,7.407356
10,9,0,0,6.393563
12,29,0,0,13.85222
12,10,0,1,14.32126
10,30,0,1,6.895459
10,29,0,0,8.268276
14,4,0,1,6.233276
14,12,0,0,14.25626
17,26,1,0,10.85977
18,6,1,0,28.4282
17,16,1,1,7.658456
10,31,0,1,6.301015
14,12,0,0,10.94874
10,31,0,0,12.44954
10,15,0,1,6.758146
6,38,0,1,9.117337
12,22,0,1,7.604303
15,12,1,1,8.881578
15,16,1,1,16.40506
14,16,0,0,14.09443
10,19,0,1,7.524981
6,19,0,0,7.821954
6,15,0,1,4.717126
12,32,0,1,7.399655
12,7,0,1,4.713621
17,21,1,1,22.80662
15,13,1,0,8.585402
10,31,0,0,7.526437
10,21,0,1,6.676554
10,5,0,0,5.705517
12,19,0,0,14.20339
14,21,0,1,6.0125
12,32,0,0,16.78615
10,35,0,1,9.829294
14,5,0,0,5.420846
12,31,0,1,17.29132
14,17,0,1,14.14138
15,30,1,1,14.96484
15,15,1,0,15.59707
12,36,0,0,14.89681
10,31,0,1,5.789603
12,35,0,0,17.85109
12,10,0,1,5.725
12,20,0,1,10.25609
17,2,1,0,7.183908
15,4,1,1,11.0185
12,7,0,1,4.245977
12,26,0,0,8.691724
17,6,1,1,11.15856
12,14,0,0,13.02862
15,24,1,1,11.42284
14,25,0,0,15.31829
15,37,1,0,18.09736
6,42,0,0,9.086379
10,40,0,1,8.264828
6,18,0,0,6.70954
14,16,0,0,6.964655
12,9,0,0,13.19287
6,41,0,0,12.98259
10,7,0,0,7.26931
10,12,0,0,4.415345
14,26,0,1,8.548046
17,32,1,0,23.60437
10,20,0,0,8.814854
18,29,1,0,5.596551
10,21,0,1,6.086053
10,31,0,0,8.880287
6,47,0,0,15.55684
10,17,0,1,4.780153
12,19,0,1,8.22302
14,6,0,0,11.12428
15,29,1,0,38.01408
18,9,1,0,17.31707
12,40,0,0,22.40914
17,24,1,1,20.26141
14,6,0,0,10.02483
12,21,0,1,10.47094
15,24,1,1,10.4058
10,17,0,1,7.373051
12,40,0,0,27.36697
17,37,1,0,17.95374
10,24,0,1,18.91442
12,21,0,1,9.556725
15,15,1,0,9.862838
14,20,0,1,4.458621
12,44,0,0,14.907
10,27,0,1,4.245977
10,30,0,0,7.942471
6,38,0,1,4.951264
12,14,0,0,17.34333
12,24,0,0,14.77305
12,13,0,0,11.87741
12,30,0,1,7.615632
14,30,0,1,10.06237
10,11,0,1,5.468103
10,35,0,1,7.572542
6,10,0,0,7.554672
10,19,0,0,7.341839
17,15,1,0,24.62081
14,27,0,0,19.6523
6,9,0,1,5.997031
15,22,1,1,9.074368
15,32,1,1,16.67494
10,32,0,0,12.77477
15,16,1,1,15.62417
14,2,0,0,4.985287
6,15,0,0,7.31862
6,36,0,0,18.25398
10,22,0,0,5.178908
10,7,0,0,6.876839
10,26,0,0,12.29023
10,11,0,0,7.103276
15,22,1,1,15.10312
14,34,0,1,12.47284
6,38,0,0,12.08908
10,29,0,0,6.866839
12,15,0,0,11.31141
17,7,1,0,9.15546
17,0,1,0,5.35069
15,8,1,1,12.50949
10,20,0,1,9.677011
10,33,0,1,10.24092
12,34,0,1,9.840115
10,23,0,1,9.852561
14,17,0,0,7.083448
6,41,0,0,11.46759
12,29,0,0,13.58943
17,16,1,1,15.55799
6,20,0,0,6.62069
10,26,0,1,14.39912
6,20,0,0,8.361897
6,14,0,0,7.848333
14,45,0,0,30.11942
12,8,0,0,10.57026
10,43,0,1,11.86713
12,8,0,1,13.04656
12,16,0,0,7.757011
15,26,1,0,12.51839
17,22,1,1,16.43258
6,47,0,1,6.938735
12,8,0,0,10.44035
6,39,0,0,7.592972
14,6,0,0,11.91339
15,16,1,1,9.174368
6,22,0,0,12.1907
18,13,1,1,13.87238
12,19,0,0,12.57477
10,25,0,0,5.585441
10,17,0,0,6.264125
12,14,0,0,10.25132
12,5,0,1,8.228905
12,13,0,0,8.325671
10,8,0,0,8.286437
15,9,1,0,7.456897
14,11,0,0,11.85851
14,17,0,0,13.64486
6,42,0,0,19.20368
12,18,0,0,8.746724
10,47,0,0,19.57893
14,37,0,1,8.247127
12,19,0,1,6.083182
10,20,0,1,8.253907
12,10,0,1,7.183908
6,50,0,1,4.937548
14,26,0,0,7.311265
10,19,0,0,7.752011
6,9,0,1,8.238084
12,18,0,1,5.170909
6,50,0,0,12.01073
6,33,0,0,7.186437
10,39,0,1,5.265741
15,5,1,1,14.25132
17,20,1,0,21.75019
12,14,0,0,6.7255
10,23,0,0,7.801667
10,35,0,0,7.807693
10,24,0,1,10.62546
10,42,0,1,4.465747
17,19,1,1,16.98046
10,10,0,0,8.785919
6,28,0,1,5.231449
12,6,0,0,8.298736
10,29,0,1,19.26356
10,9,0,0,7.137643
6,40,0,1,4.070977
14,13,0,0,12.26328
10,22,0,0,13.37221
14,28,0,0,10.02299
12,17,0,0,18.63425
14,12,0,1,5.094979
14,14,0,1,7.495501
14,9,0,1,11.45144
17,23,1,1,15.20856
10,45,0,0,6.283178
17,12,1,0,33.52489
14,8,0,0,4.44839
10,7,0,0,5.460632
6,51,0,1,7.014206
10,27,0,0,7.46046
15,11,1,1,6.850421
15,12,1,1,13.25046
10,8,0,1,5.158974
10,16,0,0,7.784023
17,29,1,0,23.2219
12,33,0,0,14.04943
6,42,0,0,14.41146
12,20,0,0,6.465517
10,31,0,0,6.301554
12,32,0,0,19.02512
12,27,0,0,5.822299
12,23,0,1,21.26293
10,34,0,1,7.102069
18,18,1,1,20.7748
12,42,0,0,20.30144
6,16,0,0,5.199828
6,15,0,1,5.913793
6,46,0,1,4.159248
15,6,1,0,11.15908
15,14,1,0,16.66138
17,13,1,1,8.373639
17,11,1,0,14.05989
15,5,1,1,7.529368
14,31,0,0,11.94385
12,29,0,0,26.28339
12,27,0,0,12.26945
6,41,0,1,8.3311
10,25,0,0,11.10266
15,14,1,0,10.75793
10,32,0,1,7.589023
10,42,0,0,17.08115
10,19,0,0,5.470179
17,8,1,0,14.84943
6,15,0,0,6.363793
14,22,0,0,10.18684
17,11,1,0,22.57799
10,21,0,1,10.05524
6,27,0,1,5.356494
17,34,1,0,13.74299
15,16,1,1,20.13892
15,24,1,0,26.20257
17,11,1,1,14.78904
17,10,1,1,16.58891
17,14,1,0,15.60478
17,17,1,0,20.86914
15,14,1,1,12.96386
6,23,0,1,5.37023
12,41,0,0,7.691494
12,32,0,0,16.43684
17,15,1,1,12.72701
10,5,0,0,4.31421
17,5,1,1,5.643678
12,28,0,0,11.82688
17,23,1,1,23.24191
6,29,0,0,7.472356
17,10,1,1,7.385353
17,31,1,0,10.21839
15,17,1,1,13.20478
6,32,0,0,12.37726
17,4,1,1,16.42034
12,31,0,0,61.15856
12,15,0,0,7.222874
15,30,1,0,24.26556
6,23,0,1,7.500301
12,8,0,0,7.129089
10,16,0,1,6.30454
10,27,0,1,7.699616
6,10,0,0,8.434483
17,10,1,0,59.14305
10,17,0,0,7.623707
14,19,0,0,6.065574
10,30,0,0,12.6825
15,32,1,0,16.47828
17,18,1,0,9.934265
12,13,0,0,10.6441
12,26,0,1,16.08162
10,25,0,0,6.26092
10,26,0,0,16.86728
17,11,1,0,12.30878
12,18,0,0,17.52971
12,25,0,0,6.977298
14,30,0,1,11.33235
15,18,1,1,4.635862
18,40,1,0,6.269119
10,20,0,0,6.556091
15,33,1,1,18.68052
10,33,0,0,6.851494
14,9,0,1,7.74882
10,7,0,1,5.606437
10,48,0,0,4.716437
15,7,1,1,15.02319
6,37,0,0,6.544887
12,9,0,1,11.1645
12,46,0,0,26.82414
12,28,0,1,12.42885
17,32,1,1,17.62822
17,8,1,1,14.77241
17,12,1,1,17.22975
17,15,1,0,25.76845
15,18,1,0,25.99688
10,25,0,0,12.04655
10,9,0,0,7.971264
10,23,0,0,8.735869
15,16,1,0,11.48425
12,27,0,1,6.179099
17,22,1,1,22.43483
10,10,0,0,8.299655
10,12,0,0,9.628621
10,16,0,0,9.762562
10,6,0,0,7.128161
14,11,0,0,6.896552
12,21,0,1,5.898704
10,7,0,0,5.921321
10,9,0,1,7.962989
12,15,0,1,9.419157
10,28,0,0,5.190862
10,41,0,0,8.702184
10,6,0,1,5.31454
14,0,0,1,4.225057
17,7,1,0,21.71994
17,16,1,1,8.82954
12,30,0,1,10.91954
15,36,1,0,14.5292
17,35,1,0,35.76351
6,30,0,1,9.163448
17,5,1,0,11.38713
14,13,0,1,11.79245
12,28,0,0,6.85638
12,32,0,0,20.80459
6,16,0,0,11.18069
6,22,0,0,6.419138
15,39,1,0,11.95279
12,19,0,1,8.358506
14,35,0,0,7.708295
10,19,0,0,16.59817
10,36,0,0,9.850863
17,36,1,0,23.22299
10,26,0,1,8.985402
10,9,0,1,8.187471
6,25,0,1,6.184484
15,20,1,0,12.29339
17,17,1,1,15.37938
10,38,0,0,11.19075
15,14,1,1,10.83854
10,40,0,0,6.897816
14,22,0,0,11.61928
6,36,0,0,15.94496
10,15,0,1,5.001552
10,43,0,0,12.54724
10,29,0,1,10.22299
14,29,0,0,13.39023
14,23,0,0,7.772357
12,33,0,0,14.10923
15,9,1,1,5.295255
15,11,1,0,12.6364
10,20,0,1,9.862471
6,24,0,0,6.413793
17,34,1,0,30.78431
12,40,0,1,9.895259
10,24,0,0,6.207184
14,36,0,0,12.18132
10,12,0,0,6.772586
15,6,1,1,6.015747
10,16,0,1,5.537471
12,20,0,0,8.658735
6,34,0,1,4.632225
6,37,0,1,11.50511
12,34,0,0,14.46976
10,39,0,0,11.36328
10,32,0,1,6.889713
6,26,0,0,9.732184
14,27,0,0,11.22764
10,33,0,1,5.268851
10,34,0,1,8.347525
10,3,0,0,7.730517
10,25,0,0,5.718218
12,21,0,0,15.66362
14,12,0,0,8.869426
12,41,0,1,12.15013
12,8,0,0,9.494138
10,39,0,1,6.838391
6,35,0,0,7.665207
14,11,0,1,9.519827
12,32,0,0,22.37546
12,26,0,0,20.11456
10,19,0,1,8.274655
10,12,0,0,9.80046
10,24,0,0,11.82891
6,13,0,0,7.455173
17,9,1,0,47.6189
6,25,0,0,12.47098
12,37,0,0,16.24171
12,12,0,0,5.212414
12,47,0,0,11.73108
10,17,0,0,10.96029
12,28,0,1,32.25793
6,37,0,1,6.287299
10,23,0,0,10.11957
10,6,0,0,6.3139
10,16,0,0,9.940407
6,45,0,0,7.331724
6,26,0,1,4.195977
10,13,0,0,9.103448
12,17,0,0,11.95355
12,30,0,0,34.89839
12,18,0,0,19.96304
12,23,0,0,9.961494
6,33,0,0,10.23514
10,18,0,0,9.367184
6,32,0,1,5.694253
14,13,0,0,12.86104
12,29,0,1,5.080287
6,23,0,0,8.558276
17,24,1,0,34.84494
15,11,1,1,12.12839
12,4,0,1,7.329655
10,20,0,0,9.987069
15,22,1,1,23.15435
17,14,1,1,10.49729
17,15,1,1,21.22982
17,37,1,1,9.971379
17,12,1,1,16.45127
15,6,1,1,12.31529
10,6,0,1,5.498621
6,15,0,0,6.718448
14,13,0,0,6.612816
10,29,0,0,8.944225
10,23,0,0,15.76845
17,6,1,0,17.12379
10,39,0,1,4.929042
12,9,0,0,6.053763
10,20,0,1,7.614655
6,23,0,0,5.548275
10,10,0,0,34.93295
17,2,1,0,13.64943
6,23,0,1,7.580115
14,33,0,0,27.71132
14,13,0,0,5.05023
12,35,0,1,8.638965
14,5,0,1,7.184886
10,15,0,0,10.59328
12,10,0,0,14.3177
10,30,0,1,15.32567
17,20,1,1,86.66302
10,36,0,1,9.275034
10,20,0,0,7.486322
12,38,0,1,16.26654
12,12,0,1,11.34387
10,31,0,0,11.41132
6,47,0,0,9.264598
12,35,0,0,36.78828
10,27,0,1,6.468046
12,36,0,1,9.154813
6,42,0,1,5.750517
6,41,0,0,11.6537
12,19,0,0,10.54776
10,9,0,0,9.87908
12,27,0,1,8.500747
10,25,0,0,6.908793
6,53,0,0,16.93081
6,31,0,0,4.342857
14,26,0,0,11.43879
17,6,1,0,13.03811
12,38,0,0,5.574943
10,32,0,1,5.028736
12,21,0,0,14.77833
14,31,0,1,9.525575
14,22,0,0,11.51879
12,8,0,0,9.471718
10,7,0,1,5.501806
15,13,1,0,19.21328
17,10,1,0,7.385353
12,23,0,0,7.666667
17,8,1,0,11.90477
10,40,0,0,14.4957
10,14,0,0,6.82546
0,39,0,1,14.35319
6,23,0,0,6.095632
17,28,1,0,17.04586
10,22,0,0,7.920517
12,26,0,0,8.304098
6,48,0,0,13.54948
12,31,0,0,18.1157
10,20,0,0,10.80006
17,9,1,0,24.7137
12,29,0,1,9.674877
12,16,0,1,6.012069
10,18,0,0,14.78318
12,3,0,1,4.06385
17,37,1,0,22.12339
12,34,0,1,14.72515
14,31,0,0,19.64339
10,22,0,0,6.297931
17,12,1,0,7.477299
10,12,0,0,7.06069
6,38,0,1,7.864885
6,19,0,1,7.142644
6,17,0,0,7.262701
17,6,1,1,9.01174
12,39,0,0,12.55557
12,17,0,0,13.43413
17,4,1,0,16.225
14,20,0,0,5.571648
15,7,1,1,13.46208
6,38,0,0,11.85115
10,23,0,0,5.840632
10,40,0,0,12.86455
17,3,1,0,14.37322
14,27,0,0,13.19494
12,33,0,0,21.95609
15,19,1,1,18.47828
10,35,0,0,9.195402
10,15,0,0,10.88718
10,14,0,1,5.14038
10,25,0,0,7.977799
6,24,0,1,39.16931
6,14,0,0,10.3046
17,2,1,0,10.2627
15,33,1,0,26.04283
12,29,0,0,9.076207
10,30,0,0,7.789827
12,31,0,0,8.379425
12,26,0,1,6.212644
17,40,1,0,54.26793
6,36,0,0,19.85253
17,21,1,0,10.82234
10,17,0,0,10.72822
18,5,1,0,16.42036
15,22,1,0,12.54006
6,35,0,0,12.60828
12,49,0,0,27.58454
12,16,0,0,9.956897
12,38,0,0,15.62891
17,1,1,1,11.65971
10,39,0,0,12.43092
15,7,1,1,16.15534
12,12,0,0,9.357461
12,35,0,0,11.21224
17,20,1,0,15.28178
12,33,0,1,11.6842
6,44,0,0,11.30132
6,31,0,1,9.997241
17,12,1,0,13.98811
17,5,1,0,7.107989
10,24,0,0,6.970173
6,25,0,1,4.261264
6,10,0,1,6.914713
15,20,1,0,11.27756
10,32,0,0,8.075215
10,33,0,0,17.12944
15,15,1,0,21.16506
10,22,0,1,4.761573
14,15,0,1,12.31647
14,27,0,0,18.84913
6,17,0,0,6.602701
10,14,0,0,5.451724
14,8,0,1,10.58086
6,36,0,0,6.678161
15,25,1,0,31.84843
6,33,0,0,6.79454
6,31,0,0,15.08966
10,23,0,1,11.40134
14,6,0,1,6.199253
15,24,1,1,8.285632
6,18,0,0,7.091321
6,25,0,0,5.879827
12,41,0,0,16.2623
14,9,0,0,8.269253
10,43,0,1,9.712644
12,8,0,0,7.963908
12,29,0,1,29.65958
12,16,0,0,8.54
14,21,0,0,10.53247
17,22,1,1,17.76079
12,13,0,0,6.570575
10,36,0,0,16.17506
12,22,0,0,9.002011
12,26,0,1,9.552381
12,13,0,1,7.844138
10,34,0,0,7.871494
6,26,0,0,6.901321
12,37,0,1,9.299507
12,39,0,0,19.89552
12,29,0,0,19.12966
17,26,1,1,69.44443
10,13,0,1,5.509943
10,30,0,0,5.657184
17,10,1,1,7.115468
6,26,0,0,9.188908
10,36,0,0,10.34291
12,41,0,1,11.36298
14,17,0,0,11.99201
17,14,1,1,7.828637
10,27,0,0,7.619253
10,10,0,1,7.364139
14,7,0,0,9.785402
12,21,0,1,10.8423
12,4,0,1,5.751667
10,29,0,0,17.65687
10,11,0,0,6.636667
10,28,0,1,8.389112
12,36,0,0,12.74046
0,39,0,1,20.60285
10,36,0,0,6.474023
12,29,0,0,17.65684
12,35,0,1,7.352414
6,27,0,0,10.8008
6,30,0,1,5.502356
17,20,1,1,25.92795
10,19,0,1,6.035402
10,20,0,0,16.38995
17,5,1,1,8.620689
12,40,0,0,8.644597
10,30,0,1,19.00591
17,23,1,1,27.94036
6,30,0,0,17.97483
10,16,0,0,7.942529
12,4,0,0,11.5613
15,23,1,1,18.84862
6,13,0,0,7.887874
17,18,1,1,18.2781
12,15,0,0,9.428506
12,28,0,0,76.59678
15,22,1,0,24.9905
6,37,0,0,6.544885
15,2,1,0,7.050575
17,4,1,1,12.2127
17,37,1,1,19.0654
15,29,1,1,19.06824
17,25,1,1,34.98979
12,9,0,1,10.52585
12,13,0,0,6.792931
6,41,0,0,22.86141
14,6,0,0,11.5673
17,4,1,1,7.271667
12,28,0,1,12.74012
12,7,0,1,4.578104
15,25,1,0,16.71039
12,13,0,0,15.40067
6,25,0,0,10.66931
17,27,1,0,15.46246
6,34,0,0,8.402644
12,10,0,0,6.261724
15,9,1,0,12.36862
15,38,1,0,18.35057
12,18,0,0,5.992643
14,21,0,1,7.709096
12,36,0,1,15.15902
17,15,1,1,6.392262
17,14,1,0,24.55747
15,9,1,1,11.6833
6,47,0,0,7.081897
17,0,1,1,10.39956
10,29,0,1,6.585913
10,24,0,1,6.630787
6,20,0,0,7.861609
17,17,1,0,13.81845
12,38,0,0,10.09455
12,30,0,0,15.11228
15,5,1,0,5.583333
17,19,1,1,22.6991
14,34,0,0,11.70989
14,10,0,1,8.830747
17,18,1,0,6.154713
14,24,0,1,5.657816
17,6,1,1,8.156782
12,20,0,1,7.294725
10,44,0,0,7.819311
14,8,0,0,8.567554
15,16,1,1,8.05592
10,35,0,1,4.924046
15,27,1,0,15.33333
17,9,1,0,6.800172
17,10,1,1,16.04317
12,24,0,1,7.067644
15,14,1,1,15.18885
10,19,0,1,6.304039
0,27,0,1,28.5514
10,35,0,1,5.892241
6,16,0,1,6.124253
12,9,0,0,9.405345
12,37,0,1,8.871954
14,20,0,0,9.312072
12,29,0,0,17.15151
14,30,0,0,15.86164
17,18,1,0,16.08803
10,37,0,0,18.14514
17,15,1,0,36.11851
10,17,0,0,6.170345
6,17,0,0,6.899713
15,36,1,0,14.14067
12,29,0,1,11.26667
14,29,0,0,14.33471
10,42,0,0,11.64977
10,9,0,0,14.02874
10,23,0,1,6.331781
12,25,0,0,15.64144
15,19,1,0,10.73718
6,46,0,0,9.248334
15,6,1,1,12.95222
14,17,0,0,10.69615
15,11,1,0,12.79897
12,28,0,0,13.42425
17,23,1,0,30.89749
10,30,0,1,5.413046
14,3,0,1,5.477454
10,35,0,0,8.246839
6,35,0,1,4.965596
17,9,1,1,10.7146
17,33,1,1,15.05665
17,13,1,1,37.60893
12,40,0,0,16.45353
10,19,0,0,5.054771
12,18,0,1,7.411897
10,27,0,0,14.52156
17,12,1,1,9.195402
10,8,0,0,8.313908
0,27,0,1,14.62644
6,34,0,1,6.114943
15,13,1,1,18.95606
12,29,0,1,19.68339
10,19,0,1,6.729885
10,36,0,0,10.85444
10,35,0,1,6.990459
14,8,0,0,11.76695
17,21,1,0,19.70115
6,38,0,1,7.827356
17,21,1,1,14.59977
12,36,0,0,15.4717
10,31,0,0,9.884305
17,26,1,0,24.80436
6,32,0,1,10.00565
15,13,1,1,11.29132
17,7,1,0,9.134712
12,25,0,0,14.61294
14,33,0,1,10.90207
10,5,0,1,4.109425
12,28,0,0,12.4246
0,33,0,1,5.354023
10,19,0,0,9.455689
15,14,1,0,10.31328
17,13,1,1,23.25335
12,20,0,0,13.68539
6,34,0,0,5.389885
10,8,0,0,6.484713
14,10,0,0,4.892701
12,29,0,1,12.30029
6,37,0,0,9.944483
12,17,0,1,6.655172
10,35,0,0,16.10927
10,25,0,1,5.914195
6,29,0,1,6.126091
6,34,0,0,7.874712
14,11,0,0,11.44897
6,43,0,1,3.760345
14,9,0,0,10.89661
6,38,0,0,14.64958
15,22,1,1,5.38
14,8,0,1,4.961992
12,20,0,0,11.3069
14,20,0,0,11.76724
17,10,1,0,18.89425
6,41,0,1,7.777011
12,31,0,1,5.393793
6,34,0,1,6.170049
12,19,0,0,10.86351
10,7,0,0,5.688621
12,22,0,0,8.679137
12,15,0,1,6.829303
12,15,0,0,11.03719
6,12,0,1,5.616149
10,10,0,0,5.726035
14,18,0,0,10.09206
12,46,0,1,13.05632
17,13,1,0,13.01808
12,14,0,0,11.17816
10,33,0,1,7.355516
17,6,1,0,10.86207
10,12,0,0,17.78201
15,10,1,0,10.0981
10,13,0,0,5.701667
6,12,0,0,7.667414
10,19,0,0,8.673046
17,5,1,1,15.83002
17,22,1,1,23.34529
6,20,0,1,5.547586
6,23,0,1,9.188679
15,36,1,0,22.27081
10,28,0,0,39.99942
17,23,1,0,18.57512
17,3,1,1,12.71172
15,6,1,0,17.19983
10,25,0,1,6.111073
12,28,0,0,22.29487
10,29,0,0,7.533103
17,29,1,0,37.21949
17,11,1,0,18.32787
17,11,1,0,14.16813
6,20,0,0,7.236551
12,5,0,1,6.211034
14,25,0,0,10.53328
17,16,1,1,18.31497
17,18,1,0,37.66167
15,15,1,1,12.57586
10,43,0,0,40
14,25,0,1,8.261667
6,50,0,0,11.00728
12,8,0,1,7.405409
14,8,0,0,11.04506
6,42,0,1,5.892529
17,18,1,1,21.83957
12,12,0,1,11.17464
10,15,0,1,7.476268
10,24,0,1,8.091341
12,30,0,0,6.030769
14,27,0,0,13.35724
17,8,1,0,7.570881
12,32,0,1,12.59127
6,11,0,0,8.766092
6,40,0,0,6.533161
15,10,1,0,12.78172
10,22,0,0,12.56956
10,26,0,0,6.309253
17,9,1,1,13.88885
12,11,0,0,15.03494
6,31,0,1,7.406322
15,11,1,1,22.49931
12,44,0,1,14.33477
0,36,0,0,22.30682
12,24,0,1,5.507241
14,23,0,0,7.682759
15,29,1,0,25.70368
10,28,0,0,14.05302
10,8,0,0,4.525862
15,19,1,1,14.02795
14,7,0,0,6.892471
10,47,0,1,4.563219
15,14,1,1,9.852242
15,22,1,1,13.94697
10,17,0,0,10.20224
15,31,1,1,10.16754
10,24,0,0,8.475223
0,48,0,0,23.97241
10,17,0,0,7.693218
10,28,0,1,4.455939
10,22,0,1,7.471264
10,11,0,0,10.38622
6,21,0,1,8.20138
17,5,1,0,8.772242
12,19,0,0,25.72603
10,36,0,0,10.19862
10,23,0,0,14.4359
10,14,0,0,7.229138
15,6,1,1,8.038506
17,39,1,1,31.55011
10,31,0,0,11.1659
10,29,0,0,15.91954
6,33,0,1,6.187402
10,14,0,0,5.187758
12,39,0,0,13.76626
6,32,0,0,13.82282
10,44,0,1,6.301274
10,28,0,0,6.951782
12,18,0,0,11.22408
12,18,0,0,15.54035
6,41,0,1,7.078966
17,15,1,0,19.99514
6,30,0,1,6.203046
17,14,1,1,17.6696
12,44,0,1,9.744184
12,23,0,1,8.882631
6,39,0,0,6.408448
6,36,0,1,4.197989
12,14,0,1,4.959425
15,18,1,1,10.19525
10,22,0,0,6.656209
17,14,1,1,25.94751
12,26,0,1,15.67718
12,22,0,1,6.59454
12,23,0,0,13.21447
17,22,1,0,22.98851
17,2,1,1,6.364928
17,8,1,1,9.648678
14,17,0,0,8.617184
6,24,0,0,7.686437
10,35,0,1,7.739828
18,18,1,0,8.911878
17,5,1,1,11.01534
17,9,1,0,35.72925
6,52,0,0,13.43172
17,4,1,0,10.35511
17,39,1,0,45.434
6,39,0,1,6.451839
14,4,0,0,5.919023
6,17,0,0,8.436
15,12,1,0,13.18799
10,30,0,0,4.310345
15,3,1,1,4.91
10,18,0,0,8.413161
17,20,1,1,18.66529
15,8,1,0,9.498413
6,17,0,0,10.34632
17,21,1,1,23.60517
17,22,1,1,7.364541
14,12,0,0,6.492136
12,12,0,0,6.916609
10,18,0,1,5.530345
14,27,0,1,13.3973
10,4,0,1,6.01228
12,24,0,0,9.712644
10,34,0,0,7.100173
14,8,0,1,5.35954
14,6,0,0,5.192357
17,15,1,1,7.184425
14,23,0,0,16.40934
10,34,0,0,7.652938
12,11,0,0,5.421724
12,27,0,0,20.6389
14,23,0,1,11.47632
14,28,0,1,11.34443
17,18,1,0,7.709713
6,48,0,0,10.52063
12,27,0,1,14.4446
10,33,0,0,9.653046
15,16,1,1,8.390069
10,20,0,0,13.52572
10,25,0,0,6.977816
6,22,0,1,7.74046
17,11,1,1,14.52322
10,21,0,1,4.982011
17,14,1,0,41.94669
10,27,0,0,4.489527
10,13,0,0,6.102931
14,7,0,0,7.384865
17,4,1,1,7.512337
17,20,1,1,24.94893
17,9,1,1,5.93046
17,16,1,1,9.838448
17,10,1,0,8.584368
17,9,1,1,11.25287
10,19,0,1,5.727299
17,26,1,0,11.72971
12,10,0,1,7.645345
10,24,0,0,8.098018
12,30,0,0,30.3444
17,1,1,1,9.105024
10,11,0,0,7.728559
6,11,0,1,7.124712
6,21,0,0,8.850782
17,8,1,0,18.14297
15,44,1,0,13.07074
15,7,1,0,11.3554
15,21,1,1,9.250862
6,19,0,0,13.83783
12,20,0,0,7.590115
10,44,0,1,8.470279
6,35,0,0,8.148448
12,15,0,1,8.630057
12,29,0,1,6.775805
10,26,0,1,7.044713
10,22,0,0,7.183908
17,13,1,1,19.46833
17,14,1,0,16.20642
10,37,0,0,8.275114
17,21,1,0,31.43696
12,12,0,0,6.96569
6,15,0,1,5.101609
6,42,0,0,11.48994
14,9,0,0,12.14109
17,11,1,0,11.38075
10,36,0,1,9.463277
10,40,0,0,17.17805
15,3,1,0,9.527184
12,15,0,1,7.516896
15,10,1,0,13.40276
15,8,1,0,14.5587
10,36,0,1,9.354196
15,15,1,1,19.81088
17,16,1,1,12.83251
17,21,1,0,22.62476
17,42,1,0,30.3254
17,30,1,1,8.821724
6,19,0,1,5.097816
12,10,0,0,7.869425
17,26,1,0,157.7559
17,20,1,0,21.55571
15,11,1,1,12.54299
10,34,0,1,7.618046
10,5,0,0,7.683908
10,43,0,1,9.052399
6,24,0,0,4.366897
6,41,0,0,9.823218
10,26,0,0,10.41052
10,28,0,1,6.431897
15,4,1,1,10.17718
15,24,1,0,18.95054
10,33,0,0,6.688334
14,29,0,1,6.655939
12,18,0,1,10.45563
17,10,1,1,12.43268
6,39,0,1,6.013219
14,30,0,1,9.821839
15,11,1,1,8.620632
12,4,0,0,6.46
6,22,0,0,10.12195
17,11,1,0,15.38736
17,14,1,0,16.77701
12,17,0,1,5.25023
6,23,0,1,6.67569
10,48,0,0,8.411092
12,15,0,1,10.6373
14,17,0,1,11.33688
6,51,0,0,14.44272
12,28,0,0,7.208971
10,30,0,1,10.93305
17,8,1,1,14.01065
15,7,1,0,7.382586
17,26,1,1,14.51114
15,16,1,1,8.620689
12,27,0,1,11.56145
6,44,0,0,6.721012
10,22,0,0,6.25977
17,5,1,0,14.84074
12,28,0,0,63.32355
14,16,0,0,29.37167
12,21,0,0,10.55486
10,39,0,1,9.597855
12,6,0,0,7.677989
14,30,0,0,13.48937
17,14,1,1,10.67322
12,21,0,1,6.482759
6,52,0,0,23.859
15,13,1,0,11.02224
10,28,0,0,8.021839
12,17,0,1,15.14598
17,4,1,1,11.32921
10,12,0,0,7.128161
