EDUC,EXPE,EDSUP,MUJER,SALARIO
14,15,0,1,9.269722
15,9,1,0,8.831358
6,21,0,0,9.024943
6,37,0,0,13.7356
12,0,0,1,6.742682
10,26,0,1,15.42486
12,12,0,1,9.307701
10,23,0,0,9.702471
14,34,0,0,25.5774
6,25,0,0,7.109771
10,25,0,0,21.51954
14,12,0,0,11.18046
10,44,0,0,10.84391
12,22,0,0,14.54957
15,32,1,1,24.987
15,14,1,0,14.75943
10,19,0,0,6.614943
15,51,1,0,25.38759
6,50,0,0,6.820518
10,23,0,0,11.04402
10,27,0,0,9.685633
12,12,0,0,12.28795
17,6,1,1,10.51418
12,33,0,1,18.24193
12,29,0,1,7.500222
10,9,0,0,9.470051
12,34,0,0,12.20891
14,15,0,0,11.17132
12,33,0,1,8.692656
10,45,0,1,5.617931
17,5,1,0,15.42506
6,47,0,0,13.34927
6,15,0,1,7.758506
10,28,0,0,7.612011
14,7,0,1,9.253687
12,15,0,1,6.356839
18,22,1,0,90.61523
12,26,0,0,25.34446
6,52,0,0,9.885824
6,29,0,0,10.91161
15,1,1,1,6.130575
12,6,0,0,8.948188
12,8,0,0,7.462989
6,8,0,0,5.370498
15,10,1,1,9.578564
10,18,0,0,6.81389
15,12,1,1,8.484081
14,14,0,1,8.710581
18,15,1,1,16.73925
12,18,0,1,4.66523
12,28,0,1,4.903333
15,6,1,1,5.509023
6,32,0,0,6.929655
10,19,0,0,7.927931
17,27,1,1,17.40985
6,22,0,1,7.404355
17,20,1,0,20.72287
10,35,0,1,6.309402
15,19,1,1,9.221609
14,31,0,0,7.984368
10,47,0,0,10.10333
10,5,0,1,5.393301
14,24,0,0,9.266035
14,13,0,1,7.216315
17,19,1,1,10.38858
12,31,0,0,18.37938
10,38,0,1,9.98115
12,20,0,1,9.191609
12,34,0,0,20.29928
12,28,0,1,11.38759
17,13,1,1,5.737931
12,28,0,0,16.08868
14,16,0,0,9.560976
12,35,0,1,9.955928
10,29,0,0,4.664604
14,26,0,0,12.39497
12,32,0,1,4.576264
10,42,0,0,10.05362
12,23,0,0,17.45385
10,29,0,1,8.045977
17,32,1,0,21.90798
12,13,0,1,6.360133
12,40,0,0,10.32402
6,35,0,0,12.86753
14,15,0,0,11.53218
14,29,0,0,10.15667
12,35,0,1,7.770962
10,30,0,1,6.904655
10,3,0,0,5.216782
14,17,0,0,13.82805
10,16,0,1,5.398621
10,38,0,1,7.143826
12,26,0,1,13.91563
15,33,1,1,18.33478
14,10,0,0,13.37833
10,25,0,0,19.86092
10,47,0,0,12.87142
10,32,0,0,9.702923
15,5,1,0,10.96811
10,44,0,1,8.588198
17,8,1,1,17.42084
15,13,1,1,13.57477
6,21,0,0,7.377778
6,42,0,1,13.6854
14,29,0,0,14.91667
6,42,0,0,11.97638
10,30,0,1,9.460677
10,21,0,0,6.203564
6,43,0,0,5.864828
17,17,1,0,12.21741
6,37,0,1,6.78825
17,13,1,0,12.06618
10,39,0,1,4.429242
6,32,0,0,8.77977
10,22,0,1,8.230422
12,41,0,0,10.75915
15,43,1,1,16.70397
17,14,1,0,10.24546
14,13,0,1,12.18454
14,27,0,0,12.73355
6,33,0,0,6.84309
12,11,0,0,10.09466
10,45,0,1,6.669713
17,3,1,1,9.288154
10,34,0,0,10.81034
14,20,0,1,7.912184
10,24,0,1,6.234822
10,28,0,0,9.402242
15,17,1,1,12.09943
10,21,0,1,8.552471
6,49,0,0,11.3399
15,24,1,1,6.871973
12,30,0,1,6.15862
12,23,0,1,9.898563
10,27,0,0,10.0492
6,33,0,0,16.405
12,39,0,1,11.7658
12,36,0,0,7.742889
12,29,0,0,18.94983
15,13,1,1,7.65508
17,9,1,0,12.34282
14,12,0,0,8.402299
6,41,0,0,12.80097
17,6,1,1,9.980862
12,25,0,0,9.148161
10,27,0,0,8.85423
12,23,0,0,14.98351
12,41,0,1,5.805716
10,32,0,1,3.063218
12,20,0,0,6.819885
6,19,0,0,10.77586
14,13,0,0,11.70787
14,9,0,1,8.680931
14,32,0,0,9.024195
6,26,0,0,5.56424
10,32,0,1,4.886328
15,9,1,1,6.956322
12,17,0,1,9.418983
10,36,0,0,17.92496
10,27,0,0,7.802241
10,19,0,1,8.081706
6,33,0,1,9.656897
6,38,0,0,8.086469
14,21,0,0,12.65284
10,37,0,1,6.609426
6,19,0,0,8.256814
10,9,0,0,6.772299
10,23,0,1,8.875288
10,36,0,0,6.410058
6,21,0,1,6.316782
6,31,0,1,15.02949
17,13,1,0,33.46552
6,31,0,0,8.652242
12,15,0,1,7.699187
6,27,0,0,4.503831
0,48,0,0,14.79573
6,33,0,1,5.685517
15,18,1,0,7.459541
14,17,0,0,10.78086
15,45,1,0,52.89523
15,10,1,1,14.75514
10,22,0,0,7.205805
15,18,1,1,11.73799
10,36,0,0,31.03557
12,11,0,0,15.00212
12,20,0,0,28.50311
14,13,0,1,6.273563
6,28,0,1,6.501609
17,29,1,0,22.69077
6,47,0,0,9.321839
15,10,1,0,10.98691
15,27,1,1,12.38506
12,9,0,0,8.243448
10,13,0,0,7.832184
12,11,0,1,4.496264
12,8,0,1,4.266494
12,26,0,0,15.62523
10,3,0,0,4.962241
10,6,0,0,8.756405
17,6,1,0,17.09563
10,5,0,0,9.195402
10,18,0,1,10.76169
10,32,0,0,11.77293
12,13,0,1,11.72105
10,7,0,1,5.339828
17,16,1,0,14.98908
14,13,0,1,8.803831
12,10,0,0,13.12972
0,17,0,1,5.665
6,44,0,0,12.28258
17,13,1,0,10.24414
17,3,1,1,8.269389
17,20,1,1,27.57701
12,20,0,1,8.296437
14,33,0,1,5.232816
14,10,0,1,3.639655
6,9,0,0,7.489943
12,13,0,1,7.918219
6,39,0,0,8.118277
12,14,0,1,8.857874
14,31,0,1,14.31552
17,1,1,1,9.392009
15,12,1,0,11.08374
17,23,1,0,29.11787
17,9,1,0,15.04483
12,19,0,0,6.274023
14,20,0,1,11.62108
6,45,0,1,6.381207
15,9,1,1,12.00954
10,14,0,1,7.405776
12,18,0,1,8.257208
14,20,0,0,13.93931
12,10,0,0,12.34968
14,10,0,0,5.548965
17,6,1,1,7.697357
0,56,0,0,5.29023
14,14,0,0,18.25322
17,23,1,1,16.34086
12,22,0,0,5.063965
12,22,0,0,20.11494
14,20,0,0,19.90173
12,27,0,1,5.875862
14,18,0,0,17.41853
6,22,0,0,9.628907
14,19,0,0,8.994843
10,29,0,0,7.03023
17,21,1,1,17.62678
6,41,0,0,9.715172
12,10,0,0,9.129656
15,35,1,0,19.02157
15,16,1,0,7.263621
6,37,0,0,8.183736
6,47,0,0,9.326322
6,47,0,0,6.26752
10,38,0,0,12.39225
14,14,0,0,19.90819
10,17,0,0,7.003862
15,9,1,1,13.10216
15,15,1,1,13.45714
15,7,1,1,7.373678
12,28,0,1,14.38838
17,26,1,0,34.86592
12,33,0,0,6.454483
10,29,0,0,11.32729
10,11,0,1,6.567476
12,35,0,0,49.26765
15,10,1,0,9.623219
12,25,0,0,15.47534
14,8,0,0,8.210173
15,17,1,0,12.75736
10,38,0,0,14.17892
10,23,0,1,6.930345
10,20,0,0,10.08853
10,32,0,0,6.00367
15,16,1,1,17.35383
14,8,0,0,9.852184
17,19,1,0,15.28576
12,16,0,0,15.53802
17,5,1,1,19.36759
15,12,1,1,12.22581
15,14,1,1,16.57044
14,13,0,1,8.90138
10,37,0,0,10.90496
12,14,0,0,12.78038
14,19,0,1,5.265747
12,18,0,0,7.099426
17,8,1,0,16.4204
15,16,1,0,17.8469
10,8,0,1,4.385057
12,35,0,1,28.93084
17,11,1,1,6.634195
12,7,0,1,5.533938
12,24,0,0,11.50514
12,27,0,1,6.56977
6,47,0,1,8.243505
17,6,1,1,5.625705
12,11,0,0,5.878736
15,16,1,0,15.67956
17,17,1,0,30.37764
10,10,0,0,11.43782
6,25,0,0,13.92856
10,24,0,0,4.45046
12,16,0,0,9.722069
12,24,0,1,10.51249
6,39,0,1,12.71136
12,18,0,0,9.64523
10,39,0,0,11.69615
6,39,0,1,7.510192
12,16,0,1,14.21506
17,12,1,1,17.19228
6,46,0,0,7.137816
6,49,0,1,5.425368
15,5,1,1,16.85974
12,14,0,0,9.984613
10,11,0,0,8.143104
10,14,0,0,6.203161
12,7,0,1,6.325689
10,29,0,1,7.900345
10,32,0,0,6.924885
18,18,1,1,15.26388
10,8,0,1,7.020985
6,35,0,0,6.751396
12,11,0,0,5.565287
17,8,1,1,15.6681
12,15,0,0,8.835173
6,35,0,0,11.4896
6,38,0,0,7.191322
17,35,1,0,116.9119
12,12,0,1,7.582923
10,40,0,0,8.67546
6,11,0,0,7.963908
17,6,1,0,14.94253
6,20,0,1,4.499023
6,17,0,0,7.370747
10,14,0,0,8.246954
12,15,0,1,7.74954
17,8,1,0,6.104434
14,28,0,0,16.74385
10,36,0,1,5.263679
17,4,1,0,14.50624
10,15,0,1,6.399942
10,29,0,0,6.247241
6,11,0,0,7.707529
12,14,0,0,16.14615
10,16,0,0,7.372356
17,19,1,1,14.36782
0,29,0,1,5.128857
17,26,1,0,19.71277
12,16,0,0,6.54
6,31,0,1,5.027969
10,7,0,1,6.724663
12,16,0,1,5.727127
10,23,0,0,9.828448
10,15,0,1,6.517778
12,8,0,0,13.17753
15,18,1,0,18.52494
10,41,0,1,6.078828
14,25,0,0,13.69755
17,33,1,1,27.75751
14,12,0,0,12.15052
10,16,0,0,8.249943
10,11,0,0,8.407753
12,14,0,0,10.55835
12,29,0,1,6.447931
10,35,0,1,9.757408
12,32,0,1,4.926437
6,50,0,1,6.55977
12,18,0,1,17.47356
17,38,1,0,32.03045
12,32,0,1,10.30724
12,25,0,0,12.24627
17,16,1,1,24.75431
15,12,1,0,27.33213
6,48,0,0,18.47529
17,22,1,1,13.14608
17,10,1,1,28.73563
10,32,0,0,7.235575
12,41,0,1,15.42923
17,13,1,0,21.07837
12,15,0,1,7.944061
6,43,0,0,7.27339
12,27,0,1,7.73385
10,8,0,1,6.699482
15,13,1,1,18.26929
17,6,1,1,11.915
17,13,1,0,56.23396
12,29,0,1,12.5408
17,30,1,0,33.93052
10,30,0,0,8.526861
14,15,0,1,5.885244
17,26,1,0,21.80174
6,39,0,0,8.678391
12,7,0,1,6.567487
10,11,0,1,5.503653
10,30,0,0,8.502069
17,15,1,1,6.017363
6,45,0,0,9.634769
12,36,0,1,7.232241
17,5,1,1,11.22868
15,23,1,0,39.29661
6,18,0,1,6.220115
12,22,0,0,7.72569
12,12,0,1,7.472414
17,32,1,0,18.32131
6,46,0,1,9.717931
10,16,0,0,6.219368
12,9,0,1,5.72431
12,33,0,0,24.98121
12,1,0,1,4.771647
10,30,0,1,9.752447
17,22,1,0,9.286781
15,16,1,0,18.42345
10,35,0,1,6.126908
6,21,0,1,4.832873
6,38,0,1,5.238161
17,9,1,1,10.89021
6,40,0,0,14.97655
14,23,0,0,7.348258
10,9,0,1,9.724425
12,23,0,1,10.23507
12,31,0,1,14.73489
12,37,0,1,8.941807
12,28,0,0,7.133276
14,9,0,0,17.74851
6,23,0,0,7.073391
12,24,0,1,7.91885
10,27,0,0,11.15879
17,11,1,0,31.83914
14,8,0,0,6.891154
6,24,0,1,6.506667
10,30,0,0,7.444828
12,13,0,1,12.65063
6,44,0,0,9.513218
6,41,0,1,10.87575
6,33,0,1,5.101207
15,6,1,0,7.9677
10,3,0,0,7.74023
12,30,0,0,11.11337
17,10,1,0,18.47293
10,21,0,0,7.837931
14,44,0,0,20.90174
17,7,1,1,7.133448
12,25,0,0,13.01769
6,39,0,1,7.543391
12,22,0,0,6.678851
17,12,1,0,23.31144
14,14,0,0,6.324655
12,27,0,0,9.262299
15,8,1,0,10.13469
6,18,0,0,8.010676
10,15,0,1,9.594699
15,33,1,1,28.59679
6,43,0,1,7.283584
12,34,0,1,11.56217
15,20,1,1,21.24346
12,35,0,0,11.74897
14,9,0,1,7.45977
14,23,0,1,6.079023
12,24,0,1,16.81285
12,11,0,0,11.92644
12,21,0,0,6.942406
12,38,0,1,9.522022
12,19,0,0,20.73339
15,11,1,0,11.29759
10,11,0,1,14.76438
12,10,0,0,4.043276
17,20,1,0,18.30695
12,33,0,1,6.335172
17,10,1,1,7.55408
6,9,0,1,4.994943
10,7,0,0,5.416379
15,17,1,0,15.94086
10,25,0,1,10.22253
10,19,0,0,13.89741
15,8,1,1,8.96593
15,15,1,0,14.39787
15,18,1,0,18.19454
15,10,1,1,10.62069
15,25,1,0,19.00379
17,33,1,1,10.49506
12,12,0,0,11.66969
12,21,0,1,8.41219
10,26,0,0,6.883908
14,39,0,0,12.1342
14,8,0,0,9.793161
14,14,0,1,5.153563
12,15,0,0,10.66902
6,38,0,0,5.525109
10,33,0,1,9.552471
10,30,0,0,8.047904
12,26,0,1,7.840058
6,35,0,1,5.153621
17,11,1,0,5.528276
12,17,0,1,8.382758
17,23,1,1,21.30443
6,36,0,0,10.8299
10,15,0,0,9.26592
12,6,0,1,5.129655
15,4,1,1,15.24636
12,28,0,1,8.385518
17,11,1,0,16.26367
10,44,0,0,7.995329
10,26,0,0,12.21569
12,32,0,1,11.89333
10,16,0,0,6.528966
10,35,0,1,16.21554
15,26,1,0,7.996168
10,23,0,0,29.34502
15,7,1,0,9.354424
6,24,0,1,8.257241
15,34,1,1,19.12153
10,19,0,1,9.046206
10,14,0,0,6.370517
17,29,1,0,17.85296
10,17,0,0,6.816786
12,36,0,0,7.164771
10,16,0,0,6.727356
12,7,0,0,15.34278
12,21,0,0,9.522644
15,15,1,0,8.812299
6,13,0,0,5.668966
14,14,0,0,7.416321
10,30,0,0,15.71282
12,41,0,0,14.91376
14,11,0,0,11.84098
15,28,1,1,15.35271
12,19,0,1,9.787332
0,47,0,0,48.45465
17,5,1,1,11.61167
10,32,0,0,13.57604
12,43,0,0,13.58559
15,9,1,0,7.203183
10,37,0,0,9.447336
12,19,0,1,10.24356
10,42,0,0,8.910401
6,33,0,1,5.379426
12,5,0,0,7.211667
17,14,1,1,7.61173
10,16,0,0,14.66713
6,37,0,0,7.544657
10,33,0,0,9.843333
10,12,0,0,10.09998
14,23,0,0,8.39385
17,15,1,0,7.568736
6,25,0,1,6.873448
6,16,0,0,5.15977
15,12,1,1,10.04906
14,4,0,0,6.87635
15,16,1,1,9.011146
10,17,0,1,9.055709
6,39,0,0,13.27626
6,41,0,0,7.807954
12,26,0,0,10.58649
17,7,1,0,21.47598
6,26,0,0,19.90069
10,29,0,1,17.67278
15,13,1,0,12.76831
12,30,0,1,11.63931
6,28,0,0,10.96176
10,16,0,0,5.952874
10,22,0,0,7.463161
15,12,1,1,6.947988
0,41,0,1,5.262894
10,33,0,1,6.997011
10,17,0,1,5.687861
10,9,0,0,6.498615
12,36,0,1,6.636896
17,30,1,0,43.6398
0,33,0,1,26.68723
12,13,0,0,12.49649
10,12,0,1,9.124788
14,31,0,0,18.35621
10,34,0,0,11.30771
6,16,0,0,10.00952
15,30,1,0,9.487012
6,39,0,1,8.884663
14,5,0,0,11.72414
6,40,0,1,11.46092
17,5,1,1,17.05535
10,25,0,0,7.38408
6,46,0,0,51.82095
12,34,0,0,11.85115
6,17,0,0,10.05747
15,23,1,0,8.573966
14,6,0,0,7.581079
10,47,0,0,8.844828
12,43,0,1,9.595057
10,20,0,0,7.424425
14,29,0,0,10.17925
12,19,0,1,3.990632
10,30,0,0,12.55841
15,18,1,0,25.95282
10,26,0,1,5.872299
17,1,1,1,8.201724
14,13,0,0,14.3058
6,43,0,1,8.334542
10,50,0,1,10.88906
14,13,0,1,5.790747
10,10,0,0,10.79333
10,39,0,1,10.02201
17,22,1,1,18.12425
6,27,0,1,9.602299
17,12,1,1,17.10097
14,15,0,1,7.29115
10,11,0,1,7.610575
15,18,1,1,15.66345
10,6,0,1,5.956897
14,5,0,0,11.60862
6,48,0,0,7.517529
12,30,0,1,5.698506
6,50,0,0,8.849942
10,24,0,0,12.48079
17,31,1,0,13.75306
12,16,0,0,15.8467
10,18,0,1,5.068965
10,37,0,1,9.05226
10,36,0,1,4.679195
6,42,0,0,8.746068
12,27,0,1,5.716858
15,7,1,1,6.009195
6,11,0,0,6.911724
15,8,1,0,11.49425
6,37,0,1,13.32763
17,16,1,0,8.950632
6,19,0,1,5.022759
15,26,1,1,10.44983
6,29,0,0,4.953506
15,6,1,0,11.53846
12,29,0,1,8.621713
17,20,1,0,104.3103
14,32,0,1,18.25645
12,35,0,0,11.24489
10,36,0,1,4.342356
12,39,0,0,13.93499
17,11,1,0,16.78439
12,29,0,0,10.58431
10,14,0,1,4.764138
10,32,0,1,13.19115
17,30,1,0,22.38485
17,13,1,0,14.81911
6,12,0,1,6.311063
15,43,1,0,92.59617
10,25,0,1,9.166896
10,15,0,1,9.563481
17,3,1,0,11.49425
10,40,0,0,9.358908
10,18,0,1,5.211954
14,17,0,0,16.3602
6,39,0,0,9.414081
14,24,0,0,15.25534
10,34,0,1,5.433575
12,24,0,1,5.951839
10,30,0,1,10.02489
17,14,1,1,11.30883
12,7,0,0,8.699597
12,34,0,0,11.34639
10,31,0,1,8.621977
12,5,0,1,7.882241
10,8,0,1,8.233161
12,27,0,1,9.841962
12,23,0,1,9.759196
14,16,0,1,6.925862
10,12,0,0,6.589426
10,38,0,1,14.00557
6,31,0,0,6.507816
10,27,0,1,5.769379
17,14,1,0,33.81665
15,26,1,0,15.7596
17,27,1,0,44.56139
6,23,0,0,9.572413
17,33,1,0,11.36782
12,22,0,1,9.764904
12,26,0,1,5.844828
17,10,1,1,11.12035
6,17,0,0,9.948334
17,12,1,0,15.92039
17,34,1,0,6.84477
10,24,0,0,6.775427
14,30,0,0,25.78161
15,43,1,0,28.86973
10,34,0,0,19.07356
10,34,0,1,6.634129
12,12,0,0,9.465066
6,21,0,0,5.705747
10,22,0,0,5.677989
10,20,0,0,13.11523
6,42,0,0,9.805026
17,7,1,0,26.09747
10,38,0,1,15.7516
12,28,0,1,25.38916
10,20,0,0,5.089655
12,22,0,1,15.95639
12,12,0,0,6.923158
18,26,1,0,38.0434
12,12,0,1,5.003506
14,5,0,0,7.94454
10,10,0,1,6.735951
12,26,0,1,8.392644
10,41,0,1,4.299368
12,22,0,0,13.70759
12,23,0,1,32.87155
6,24,0,0,9.002184
14,34,0,1,6.682758
14,13,0,0,15.34069
15,18,1,0,13.26106
17,17,1,1,26.62872
10,37,0,0,15.52391
15,18,1,1,12.55252
12,19,0,0,14.30276
14,9,0,0,7.33546
17,13,1,0,19.43718
10,12,0,1,7.008039
6,38,0,1,7.631666
17,31,1,1,4.929885
6,24,0,1,4.349425
10,26,0,0,6.539097
10,24,0,0,10.16115
6,7,0,0,7.426322
10,19,0,1,4.193439
10,15,0,0,7.248943
6,39,0,1,7.56145
10,20,0,0,11.85845
6,16,0,1,12.20575
10,21,0,1,5.965086
10,20,0,1,6.652011
14,30,0,0,9.877122
17,5,1,1,9.097701
14,24,0,0,19.55697
14,21,0,0,16.69655
12,28,0,0,9.36
10,43,0,1,5.553563
14,6,0,1,6.653334
12,8,0,0,16.58224
15,10,1,1,13.07059
14,10,0,1,9.124712
10,10,0,1,6.178851
10,12,0,0,4.246552
6,39,0,1,6.896463
6,26,0,1,6.456897
10,45,0,1,31.59661
10,19,0,0,8.051149
15,19,1,1,12.07123
10,35,0,0,8.261035
14,10,0,0,10.08207
10,27,0,1,4.976552
12,23,0,0,14.66614
12,17,0,0,9.066379
12,32,0,1,14.37228
10,16,0,0,6.346552
10,27,0,0,6.339994
14,17,0,0,9.097299
14,14,0,1,4.445123
12,44,0,1,11.52348
12,12,0,1,7.76862
15,18,1,1,14.07186
12,28,0,1,9.286192
15,14,1,1,14.83448
10,13,0,0,10.61942
6,23,0,0,8.865115
12,25,0,0,6.435288
15,22,1,0,7.736897
10,21,0,0,5.468851
12,10,0,1,8.509285
10,30,0,0,9.531207
6,43,0,0,14.65655
15,42,1,0,18.07816
15,3,1,1,7.079368
15,7,1,1,14.9339
10,41,0,0,10.30845
17,9,1,1,38.32111
14,11,0,1,9.658179
6,20,0,1,7.107413
15,16,1,1,13.39954
14,11,0,0,20.14654
12,40,0,0,17.21951
17,6,1,1,23.92717
12,22,0,1,6.437165
12,30,0,0,22.94522
14,15,0,0,11.53107
10,39,0,0,9.27908
10,42,0,0,10.91075
10,12,0,1,4.025405
12,31,0,0,8.727663
6,21,0,0,9.833851
12,34,0,0,20.37633
10,38,0,0,18.50076
10,35,0,1,7.70682
10,12,0,0,7.33223
15,7,1,0,11.49425
10,42,0,1,4.876839
10,38,0,1,6.141724
6,11,0,0,8.572644
17,12,1,0,12.64368
10,34,0,0,21.75862
12,3,0,1,7.161724
15,12,1,0,10.20494
10,24,0,1,6.862874
12,43,0,0,22.46935
15,6,1,1,11.43895
17,7,1,0,9.828218
15,29,1,1,4.963744
12,7,0,1,6.331379
14,10,0,0,5.747127
6,40,0,0,11.53962
6,28,0,0,7.653966
10,44,0,0,7.262989
12,40,0,1,11.19989
17,10,1,1,7.899204
10,16,0,0,10.88546
17,11,1,0,14.95638
6,16,0,0,8.099942
6,27,0,0,6.631035
12,12,0,1,5.047241
10,31,0,0,21.6349
17,15,1,1,10.22563
12,16,0,0,6.45046
14,14,0,1,4.748046
10,33,0,0,11.31305
14,10,0,0,38.31414
10,48,0,0,21.53747
6,53,0,0,10.8046
6,36,0,1,6.054943
10,22,0,0,13.07724
15,13,1,1,14.38426
6,13,0,0,7.700695
10,11,0,0,12.48035
10,34,0,1,11.1
17,24,1,0,68.21609
12,35,0,1,6.07977
12,29,0,0,11.75667
15,7,1,1,7.200977
14,6,0,0,7.256552
12,9,0,0,7.262701
17,9,1,0,16.55933
12,22,0,1,14.10969
12,12,0,0,9.032644
10,17,0,1,4.656782
10,12,0,1,7.329239
12,26,0,0,23.43415
12,14,0,1,9.351609
10,14,0,1,5.153694
10,17,0,0,8.298143
12,13,0,1,5.82546
14,29,0,1,17.03649
12,29,0,1,7.2198
6,40,0,0,8.383908
17,16,1,0,9.325
12,6,0,1,7.418518
12,27,0,0,13.76488
6,39,0,0,16.69366
10,16,0,0,9.788363
10,30,0,0,11.55172
10,25,0,1,5.144483
10,21,0,0,12.64368
17,39,1,1,29.91094
12,39,0,0,13.10174
6,32,0,0,15.23225
10,35,0,1,6.027759
17,15,1,0,22.43079
15,11,1,1,8.884943
6,11,0,0,7.947931
12,28,0,1,10.07971
17,13,1,0,25.37833
6,26,0,0,12.325
12,14,0,1,10.39628
10,16,0,0,6.061322
10,18,0,0,11.48971
12,26,0,1,7.444777
15,16,1,0,19.99506
12,27,0,1,11.20328
12,35,0,0,20.60339
17,19,1,0,54.23373
12,21,0,0,10.55921
10,7,0,0,9.348199
14,28,0,0,19.13954
12,23,0,0,11.51707
6,30,0,0,8.84477
10,15,0,0,11.93753
12,22,0,0,7.951681
10,8,0,0,15.19277
17,11,1,1,29.93678
10,32,0,0,8.160345
17,9,1,0,10.50986
17,9,1,0,6.703735
6,27,0,0,6.502876
12,12,0,1,9.07441
10,41,0,0,8.242989
15,12,1,1,9.153165
17,14,1,0,29.15747
6,30,0,1,8.034884
10,31,0,0,6.539097
15,11,1,0,17.24138
10,11,0,1,7.529119
17,1,1,1,5.787586
17,19,1,1,19.94397
17,13,1,1,15.06183
14,33,0,0,9.136208
15,24,1,0,10.4869
10,20,0,0,7.106955
17,24,1,0,19.20454
12,34,0,0,26.1608
10,22,0,0,8.421149
12,26,0,0,14.76224
10,11,0,1,9.591208
6,40,0,0,10.78051
10,31,0,1,12.18985
17,22,1,0,14.25018
12,15,0,0,9.630283
6,34,0,0,9.679885
17,12,1,1,12.12971
10,14,0,0,7.405862
14,12,0,0,11.24757
17,7,1,1,22.6908
12,15,0,0,7.85638
12,38,0,1,27.03701
15,12,1,1,12.57202
12,18,0,1,16.62751
10,14,0,0,4.896858
17,25,1,0,33.92548
17,5,1,0,18.88339
6,38,0,0,6.97349
17,42,1,0,32.77971
10,30,0,0,7.564425
12,28,0,0,27.14191
17,9,1,1,17.62833
6,31,0,0,9.569828
12,45,0,0,9.491923
6,24,0,0,5.322356
12,11,0,0,11.64782
12,30,0,1,10.05856
10,43,0,0,15.1685
10,13,0,0,7.881724
15,29,1,0,22.57471
12,14,0,0,9.469425
12,35,0,1,19.31592
17,32,1,0,19.27577
15,25,1,0,21.14391
10,41,0,0,12.32638
6,25,0,1,5.577496
6,40,0,0,7.617759
6,39,0,1,7.46708
15,14,1,1,7.986667
14,8,0,1,12.67919
6,18,0,0,5.321313
17,18,1,0,16.11678
10,10,0,1,7.781871
10,26,0,1,6.526437
10,27,0,0,12.24151
12,13,0,1,4.588889
15,7,1,0,4.96569
17,13,1,1,13.58483
15,12,1,1,11.75536
17,8,1,0,13.973
10,42,0,0,8.519828
6,37,0,0,8.058355
6,17,0,0,9.989254
12,18,0,0,13.31459
15,9,1,1,15.25353
12,11,0,0,27.30629
17,11,1,0,7.04023
10,26,0,0,9.885518
15,17,1,0,49.59707
17,9,1,0,13.85471
10,9,0,0,7.038325
12,22,0,0,18.71921
12,4,0,1,5.779463
12,41,0,1,5.747127
6,24,0,1,5.804713
17,12,1,0,5.321519
12,9,0,0,11.79488
17,18,1,0,24.18408
14,16,0,0,9.263367
6,50,0,1,5.746666
10,28,0,0,7.870283
17,11,1,0,14.62677
6,16,0,0,11.07967
6,19,0,0,8.92014
15,36,1,0,9.889368
15,13,1,0,12.68966
12,27,0,0,14.12729
6,40,0,1,10.31005
12,9,0,1,6.024426
17,27,1,1,17.53681
17,2,1,0,11.01333
17,37,1,0,21.49713
15,12,1,1,9.517241
6,43,0,0,10.29017
12,13,0,0,10.36155
6,27,0,0,7.125644
10,34,0,0,32.25092
12,22,0,1,9.667585
6,26,0,0,8.156724
12,14,0,0,4.764836
6,41,0,0,10.29726
12,17,0,0,10.74787
10,20,0,0,7.471264
6,26,0,1,5.892184
6,41,0,1,8.744943
10,28,0,0,6.464253
6,30,0,0,11.71937
12,31,0,1,13.82764
6,30,0,0,9.633366
17,12,1,1,7.223153
14,37,0,0,19.95272
15,21,1,0,38.12241
10,23,0,1,9.265197
10,30,0,0,11.89793
6,33,0,1,8
6,22,0,0,10.3663
6,40,0,0,14.71023
14,32,0,1,7.05064
17,3,1,1,16.78915
12,14,0,0,11.41346
17,12,1,1,26.35632
14,31,0,0,40.03189
6,18,0,1,12.68518
10,27,0,1,9.595632
10,14,0,0,11.41126
12,26,0,0,14.28339
10,20,0,1,5.908103
17,32,1,1,36.37852
10,38,0,0,19.84263
15,31,1,1,19.43166
12,17,0,1,10.10029
12,16,0,1,8.028678
12,25,0,0,7.417012
12,39,0,0,15.11644
12,21,0,0,21.58236
10,29,0,0,11.2542
15,5,1,0,10.13529
10,36,0,0,12.42225
6,26,0,0,15.69931
6,51,0,1,6.160518
12,18,0,0,9.852242
15,16,1,0,18.91147
0,58,0,0,50.05504
15,39,1,0,22.17892
12,32,0,1,24.24276
10,27,0,1,8.214907
12,34,0,0,10.2431
6,46,0,0,11.73178
12,30,0,1,6.419352
17,5,1,1,4.972586
15,8,1,1,6.556015
17,18,1,0,15.07592
10,33,0,0,12.47069
10,23,0,0,13.16103
10,23,0,0,8.160153
6,40,0,0,8.70138
10,8,0,0,8.382127
15,28,1,0,21.14135
6,36,0,0,8.132529
10,23,0,0,7.305632
17,34,1,0,54.14253
10,18,0,0,5.96092
15,28,1,1,11.29998
0,50,0,0,11.51134
12,26,0,1,11.60223
10,7,0,1,7.917433
6,41,0,0,32.90345
17,14,1,0,22.57759
6,18,0,1,7.364597
12,21,0,0,15.78371
17,14,1,0,44.20867
10,27,0,0,8.106034
10,14,0,0,9.059909
15,11,1,1,6.146782
12,37,0,0,12.45098
6,51,0,0,13.09845
0,44,0,0,31.01274
14,5,0,1,8.632184
10,35,0,0,8.715205
10,26,0,1,8.110897
6,34,0,0,12.82583
10,16,0,1,6.644253
